x	MP_1804_P12_Ve	MP_1804_P12_Ob	MP_1804_P8_Ob	MP_1807_P12_Ob	MP_1807_P12_Ve	MP_1807_P22_Ve	MP_1807_P22_Ob	MP_1807_P28_Ve	MP_1807_P28_Ob	MP_1807_P38_Ve	MP_1807_P4_Ob	MP_1807_P4_Ve	MP_1804_P22_Ve	MP_1807_P402_Ve	MP_1807_P402_Ob	MP_1807_P8_Ve	MP_1807_P8_Ob	MP_1809_P12_Ve	MP_1809_P12_Ob	MP_1809_P22_Ve	MP_1809_P22_Ob	MP_1809_P28_Ve	MP_1809_P28_Ob	MP_1809_P38_Ve	MP_1809_P38_Ob	MP_1809_P4_Ve	MP_1804_P22_Ob	MP_1809_P4_Ob	MP_1809_P402_Ve	MP_1809_P402_Ob	MP_1809_P8_Ve	MP_1809_P8_Ob	MP_1904_P12_Ve	MP_1904_P12_Ob	MP_1904_P22_Ve	MP_1904_P22_Ob	MP_1804_P28_Ve	MP_1904_P28_Ve	MP_1904_P28_Ob	MP_1904_P38_Ve	MP_1904_P38_Ob	MP_1904_P4_Ve	MP_1904_P4_Ob	MP_1904_P402_Ve	MP_1904_P402_Ob	MP_1904_P8_Ve	MP_1904_P8_Ob	MP_1804_P28_Ob	MP_1907_P12_Ve	MP_1907_P22_Ve	MP_1907_P22_Ob	MP_1907_P28_Ve	MP_1907_P28_Ob	MP_1907_P38_Ve	MP_1907_P38_Ob	MP_1804_P38_Ve	MP_1907_P4_Ve	MP_1907_P4_Ob	MP_1907_P402_Ve	MP_1907_P402_Ob	MP_1907_P8_Ve	MP_1907_P8_Ob	MP_1909_P12_Ve	MP_1909_P12_Ob	MP_1909_P22_Ve	MP_1909_P22_Ob	MP_1909_P28_Ve	MP_1909_P28_Ob	MP_1909_P38_Ve	MP_1909_P38_Ob	MP_1909_P4_Ve	MP_1804_P38_Ob	MP_1909_P4_Ob	MP_1909_P402_Ve	MP_1909_P402_Ob	MP_1909_P8_Ve	MP_1909_P8_Ob	MP_2007_P12_Ve	MP_2007_P12_Ob	MP_2007_P22_Ve	MP_2007_P28_Ve	MP_2007_P28_Ob	MP_2007_P38_Ve	MP_1804_P4_Ve	MP_2007_P38_Ob	MP_2007_P4_Ve	MP_2007_P4_Ob	MP_2007_P402_Ve	MP_2007_P402_Ob	MP_2007_P8_Ve	MP_2007_P8_Ob	MP_2010_P105_Ve	MP_2010_P105_Ob	MP_2010_P123_Ve	MP_1804_P4_Ob	MP_2010_P123_Ob	MP_2010_P132_Ve	MP_2010_P132_Ob	MP_2010_P136_Ve	MP_2010_P136_Ob	MP_2010_P22_Ve	MP_2010_P22_Ob	MP_2010_P28_Ve	MP_2010_P28_Ob	MP_2010_P381_Ve	MP_1804_P402_Ve	MP_2010_P381_Ob	MP_2010_P7_Ve	MP_2010_P7_Ob	MP_2009_P12_Ve	MP_2009_P12_Ob	MP_2009_P22_Ve	MP_2009_P22_Ob	MP_2009_P28_Ve	MP_2009_P28_Ob	MP_2009_P38_Ve	MP_2009_P38_Ob	MP_2009_P4_Ve	MP_2009_P4_Ob	MP_2009_P402_Ve	MP_2009_P402_Ob	MP_2009_P8_Ve	MP_1804_P402_Ob	MP_2009_P8_Ob	MP_1804_P8_Ve
ASV_177	0	0	1.685232242	0	0	0	0.005601174	0	0	0	0	0	0.071373726	0	0	0.002909794	0.067615845	0	0	0	0	0	0	0	0	0	0.069910639	0	0	0	0	0	0.147096252	0.056643653	1.392928103	3.287278294	0.049545581	0.034042353	0.331818693	2.105818268	2.825716733	0.591987785	0.789313683	0.281416795	0.153727257	1.409225345	1.892207252	0.163835993	0	0.038330526	0.044105842	0	0	0	0	0.704858224	0	0	0	0	0.054750348	0.039547419	0	0	0	0	0	0	0	0	0	2.573071079	0	0	0	0	0	0.010185734	0	0.0184496	0.069539285	0	0.027876744	2.166611019	0.169969366	0	0	0	0	0.074824075	0.103293317	0.036978954	0.012364602	0.216268176	3.123914494	0.031242224	0.716137923	0.147753732	0.282401275	0.564776613	0	0	0	0	0	0	0.072715051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.814682209
ASV_179	0	0	0	0	0	0	0	0	0	0	0	0	0.011216172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006215736	0	0	0	0	0	0	0	0	0	0	0.01848471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003233751	0	0.032545628	0	0	0	0.006416755	0	0	0	0	0	0	0	0	0	0	0.002807891	0	0	0	0	0	0.003098294	0	0	0	0	0	0	0	0	0	0	0.000839799	0	0	0	0	0	0	0.005342622	0	0	0	0	0	0	0	0	0.003175703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001720153	0	0	0	0.035997899	0	0	0	0	0	0	0	0	0	0
ASV_26	0.067412808	0	0	0.007670115	0.015070525	0	0	1.260148814	0.007457009	0.138621534	0	0.616088173	0	0.020606421	0	0	0	0.266897372	0	0	0	0.284005486	0.002926072	0.061664471	0	0.054047678	0	0	0.082803976	0.000506867	0.017284885	0	0.030718239	0	0.005414236	0	0.24612115	0.526595722	0.03473004	0.630183745	0	0.263287438	0	0.421662884	0	0.031283137	0	0.078154076	0.146429321	0.001166921	0	0.63868976	0	0.143909754	0	0.739945644	0.400551209	0	0.018522618	0	0.016868224	0	0.125509592	0	0	0	0.022635706	0	0.071281127	0	0.037188694	0.231078088	0	0.043282108	0	0.006379315	0	0.512425146	0	0	0.346301656	0	0.012730045	0.028567498	0	0.02677586	0	0.05737193	0	0.053842453	0	0.005192779	0	0	0	0	0.006380729	0	0.005537746	0	0	0	0.747123229	0.028982566	0	0.020741417	0	0.003173863	0	0.032783844	0	0	0	2.601653216	0	0.120493796	0	0.326779424	0	0.001606102	0	0	0	0	0.019468348
ASV_192	0	0	0.628943737	0.008451646	0.011997706	1.365822645	0.03420072	0	0.008216826	0.042173067	0.035080267	0.167943288	0.783771326	0.036142563	0	1.153622484	0.033810971	0.010234306	0.002776305	3.946610614	0.401739675	0.201079803	0	0	0.002459166	0.040056855	0.228895165	0.014951762	0	0	0.177194228	0	0	0	2.720198584	3.356725308	0.237072493	0.170645165	0.093337117	1.164097518	0.091292536	0.182350283	0.0354787	0	0	0.740772919	0.583569485	0.264081101	0.082262174	1.366283722	1.865674941	0	0	0.142298647	0.021380636	0.713992983	0	0.00567687	0.01474593	0	0.605917097	0.00851916	0.028928029	0	5.932515651	0.408104112	0	0	0.066149962	0	0.075258332	0.319335857	0.008764661	0.014146662	0.000848934	0.212899501	0.104377394	0.094944141	0	4.160983788	0.440635182	0.051127884	0.995009991	0.836200582	0	0.027093	0	0	0	2.14720708	0.043231867	0.81477556	0.076369257	2.550495484	0.081812584	0.084345661	4.956696046	0.015447859	3.80639479	0.511287219	0.898436297	0.066142244	0.056230756	0	2.295508265	0.011826664	0.090963589	0.08349782	0.019724624	0	0	2.893109469	0.13319851	0	0	0	0	0.052154023	0.031856392	0	0	0.393856177	0	0.027673287	1.706695098
ASV_194	0	0	0	0	0	0	0	0	0	0	0	0	0.021665645	0	0	0	0	0.040176677	0	0	0	0	0	0	0	0.122968324	0	0	0	0	0	0	0	0	0.229944383	0.29339766	0.045787312	0	0	0.159176164	0	0	0	0	0	0.029108899	0.254641845	0	0	0.217088672	0	0	0.051858061	0	0	0	0	0	0	0	0.170711796	0	0	0	0.101031508	0	0	0	0	0	0	0	0	0	0	0	0	0.367064831	0	0	0	0	0	0	0	0	0	0	0	0	0	0.371280094	0.334124941	0.781451725	0	0.163737364	0.253454259	0.006738161	0	0.821357368	0	0.015273748	0.220744318	0	1.832620441	0	2.481031809	0	0.046459614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108636647	0.051554563
ASV_268	0	0	0	0	0	0	0	0	0	0.045287636	0	0	0	0	0	0	0	0	0.011925362	0	0	0	0	0	0	0.086030274	0.026698946	0	0	0	0	0	0	0	0.023531809	0.11401661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046396757	0	0	0	0	0	0	0	0	0	0.368134641	0	0.415088215	0	0	0.113088158	0	0	0	0	0	0	0	1.635385176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02820499
ASV_195	0	0	2.105966551	0	0	1.255897028	0.261468662	1.377269705	0.977745195	0	0	0.144812206	0.942244735	0	0.016845988	0.718710995	1.284853174	0	0	1.312589469	4.136913689	0.082575783	0.137858928	0	0	0.034539764	0.236578895	0	0	0	0.45242224	0	0	0.017170031	0.935316452	4.833311901	0.905137519	0.536229829	1.414177656	0.734216673	0.549645216	0.076078378	0.123789107	0	0.030749092	1.553670639	2.567257143	1.736494202	0	1.420129716	13.07282184	0	0.307543783	0	0.055307547	1.154680686	0.068832813	0.014684959	0	0.036599353	0.412461227	0.21249891	0	0	5.259350262	3.760500827	0.044435775	0.05970525	0	0	0	0.818608669	0	0	0.002196027	0.718553009	3.77147318	0.089851695	0.551823544	3.019955372	2.428868263	1.53677269	1.967279123	0.446914504	0.875869504	0.015574293	0	0	0.026583746	2.840259214	0.996514428	0.706774172	0.067744447	0.735617888	0.318624127	0.071929113	1.569913105	0.102121547	1.889877842	0.757719319	0.08471731	0.055354951	0	0.227580753	0.048303732	0	0.015279063	0.199377802	0.06122852	0	0	2.250274917	0.710708431	0	0.09413251	0	0	0	0	0	0	0.136447349	0	0	1.155032472
ASV_196	0	0	0	0.041547055	0.098298279	2.034774407	0	0	0	0.069105546	0	0.091731629	0.009043441	0.034165986	0	3.707191676	0.008567297	0	0.009098605	2.037083994	0.047430545	0.183077377	0	0	0	0	0	0	0	0.0160735	1.003057725	0.232560513	0.007816034	0	0.323170028	0	0.086004224	0.324907511	0	1.91019625	0.005356524	0	0.009801812	0	0	1.044927906	0.010628987	0.035483429	0.198579424	4.840621222	0.016430574	0.22942423	0	0	0.035034695	0.352172489	0	0	0.120814726	0	2.73150639	0.007478218	0.031601326	0.005591313	3.96412001	0.21080512	0.046913241	0.049166558	0.108394516	0	0	0.023570435	0	0	0	1.770101964	0.016033882	0	0	0.177129428	0.030168083	0.017699495	0	0	0	0	0	0	0	0.085674705	0	0	0	0.015532629	0	0	0.084635329	0	0.271052268	0.095995813	0.09391266	0.009563106	0	0	0	0	0	0.073672861	0.019392674	0.016587834	0.007598225	0.633529727	0.040927265	0.231078477	0.029814229	0	0	0	0	0	0	0	0	0.18138378	1.807625668
ASV_183	0	0	0	0	0	0	0	0	0	0	0	0	0.041244786	0	0	0	0	0.010894869	0.022247821	0	0	0	0	0	0	0.055876532	0.359639586	0	0	0	0	0	0	0	1.345153355	1.915591786	0	0.021716723	0	0	0	0	0	0	0	1.522453759	0.613006577	0	0	0.025184183	0	0	0	0.027440123	0	0	0.03205802	0	0	0	0	0	0	0	0.00894377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02423524	0	0	0	0	0	0	0	0	0	0	0	0.201108915	0.073392932	0.002091587	0	0.169888048	0.079868178	0	0.114929879	0.025017826	0	0	0	0	0.252943369	0	0.094729262	0	0	0.756528016	0	0.495483204	0	0	0	0	0	0.070687933	0	0	0	0.180472591	0	0	0
ASV_182	0	0	0	0	0	0	0	0	0	0	0	0	0.59840255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003164291
ASV_32	0.022060817	0	0	0.048140452	0.120741234	0	0	0	0	0	0	0	0.010677207	0	0	0	0	2.134357716	4.013165576	0	0	0	0	0	0	0	0.02826757	0	0	0.26093058	0	0	0.17254479	0	1.754721876	0	0	0	0	0	0	0	0	6.355723117	0	0	0	0	0.310217771	0.024198004	0.030928696	0	0	0	0	0	0	0	0	0	0	0	0.388483745	1.639456661	0	0	0	0	0	0	0	0	0	0.009696791	0	0	0	0.053569683	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026253571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.361193517	0.427321472	0	0	0	0	0	0	0.033950693	0	0	0	0	0	0	0
ASV_3977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003954665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030742084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1177	0	0	0	0	0	0.028681227	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172079788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00038741	0	0	0	0	0	0	0	0	0	0	0.001260886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020887077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_20	3.3235511	0.041993678	0.028029679	14.944235724	13.088456582	0.107078049	0	3.362262554	0.120704436	1.054586937	3.034480902	4.458451232	1.978850574	4.696281532	1.583983772	0.012050596	0	17.8152714	18.138940615	0	0.26203631	0.417516181	0.2174642	0	0	6.592139722	0.505223168	12.278252505	0.11274048	0.098867372	0	0.065151952	1.031868976	0.487605154	0.148722106	0.723793333	0.79870443	1.067067319	1.007507656	0.352146379	0.07007871	0.053902	0.087871455	0.136551733	0.021827183	0.108925438	0	0.559535591	13.214782138	0.967937154	0.754584361	1.225901517	0.029107914	0.746834665	0.245207725	1.240461203	4.299708561	0.359808439	2.379913884	0.748852011	0.592110579	0.071159627	8.638050624	4.563184643	0.011577632	0.007086861	0.342275128	0.170231644	0.043188312	0.097560205	1.57157789	0.736570417	0	0.694543914	0.100096172	0	0.192922466	5.618519696	2.835314729	0.331334669	1.509721828	0.619393585	0.376204875	0.08251874	0	0.311891327	0.144831037	1.013396795	0.305065839	0	0	0.74225963	0.281439055	1.599368336	0.029744912	0.563452425	1.728679916	0.180121742	0.468225475	0.110739593	0	0	0	0	0.423731778	0.273819527	0.309064666	0	0	7.251780621	1.768619836	0.367299157	0.194723448	0.581529435	0.250574167	0	0	7.759137919	4.348382755	0.05920852	0	0	0.108522862	0	0.230916989
ASV_3986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021592714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_170	0	0	0	0	0	0	0	0	0	0	0	0	0.078873422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344585134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217133655	0	0	0	0	0	0
ASV_29	0.124157434	0.003767909	0	0.177999362	3.099481793	0.505309977	0.014346435	2.45153699	0.400821979	2.819975867	0.512610199	3.209890979	0.006031632	2.251282555	0.022856506	8.238463586	0.613074373	0.789086355	0.01074558	0.487558868	0.017958331	2.143307349	0.0296587	3.485125283	0.190065222	1.362291303	0	0.024219642	12.192087913	0.018148602	2.784244618	0.083501664	0.140273941	0	0.027191077	0	0.014094553	0.040217192	0.021598902	0.554858807	0	0.852329192	0	0.794781153	0	0.03041278	0	0.005916525	1.71824531	0.198997729	0	1.297908246	0	5.922421952	0	0.485727731	1.475637483	0	0.905848546	0	4.421657244	0	1.445094627	0	0.972870234	0	0.397126117	0	6.783588773	0	1.110917334	0.24764484	0	0.543801237	0	2.650180789	0	4.818919731	1.760510687	0.411185974	1.909989027	0	11.676788496	0.095974297	0	1.161426117	0	5.250590486	1.00628745	1.718138361	0	0.201593095	0	0.551899009	0.037304158	0	0.218177385	0.029261101	0.197601055	0.067468776	0.180018059	0.019134688	2.796743846	0.813345537	0.779117905	0.230867794	0	0.259748541	0	0.320367057	0	1.156935065	0	3.487749535	0	7.280557819	0	1.335850289	0	0.083151917	0	4.727367303	0.022408548	0	0.163633274
ASV_2810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018391798	0	0	0	0	0	0	0.171487615	0	0.326830139	0	0.071312893	0	0.013086635	0	0	0	0.130024806	0	0.355731408	0	0.647394681	0	0	0.139433989	0	0.016874425	0	0.146041651	0	0.011290819	0	0.034610751	0	0.034773174	0	0.024411556	0	0	0.033462237	0	0.001827139	0	0.493585713	0	0	0	0	0.568971091	0	0	1.818632819	0	0.084327476	0	0	0	0.16081064	0	0.022015641	0	0	0.029494441	0	0	0	0	0	0	0	0	0	0	0.024628934	0	0.060813025	0	0.001964613	0	0.032085708	0	0.457178961	0	0.48314368	0	0.114836869	0	0	0	0	0.730343649	0
ASV_180	0	0	0.016132392	0	0	0.239998512	0.038717291	4.936693121	0.308760227	0.052263781	0	0	1.187154495	0	0	1.491453583	0.11324339	0	0	0.600540977	0.256932576	0	0	0	0	0	0.041850861	0	0	0	0.061262891	0.33331553	0	0	0.076758799	0.393548773	0.013804067	0	0	0	0.017175678	0	0	0	0	0.037150629	0.014624556	0	0	1.349455383	0.655213023	0	0	0	0	0	0	0	0	0	1.397175064	0.159832473	0	0	0.26397988	0.132950031	0	0	0	0	0	0	0	0	0	0.401984833	0.018384349	0	0	1.97140139	0.022742646	0	0	0.408948082	0.049894505	0	0	0	0	0	0.005699114	0	0	0.201002285	0.00359946	0	0.179962269	0.040628733	0.006525767	0.198099802	0	0.069071481	0	0	0.007366703	0	0	0	0.039393995	0	0	0.055074301	0.147802751	0	0	0	0	0	0	0	0	0.110858729	0	0	0.167602796
ASV_3285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038688583	0	0.070795585	0	0	0	0	0	0	0	0.356019505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1245	0	0	0	0	0	0	0.00048298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002788528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_198	0	0	0	0	0	0	0	0	0	0	0	0	0.001857093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_34	0.011662212	0	0	0	0	0.015089998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008627179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007131438	0	0	0	0	0	0.013134461	0.010388961	0.035862842	0.023845803	0	0	0	0.000632014	0	0	0	0	0	0	0	0	0.00409099	0	0.000218897	0	0	0	0	0	0	0	0	0	0	0	0	0.002254452	0	0.012877501	0	0	0	0	0	0	0	0	0	0.014405939	0.011708186	0.011391535	0	0	0.015394387	0.009975171	0.007904558	0.004988787	0.004880528	0.004638509	0	0	0	0	0.041870274	0	0	0	0	0	0.006699863	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043491783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_36	0.004698141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_57	0.000407598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007347924	0	0	0	0.004696857	0	0	0	0	0	0	0	0	0	0	0.002158545	0	0.000294347	0	0	0	7.19748e-05	0.001112347	0	0	0	0	0	0.004597701	0	0.000457574	0	0	0	0	0	0.001234282	0	0	0	0	0	0	0	0	0	0	0	0	0.001588152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_469	0	0	0.000504097	0	0	0.043385548	0.004159631	0	0	0	0	0	0	0	0	0.001866394	0	0	0	0.260118226	0.334674415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010095489	0	0.029290203	0	0	0	0	0.003427359	0	0	0.009208718	0.064156967	0	0	0	0	0.046644067	0	0	0	0	0	0	0	0	0.013598365	0.056484377	0	0	0	0	0	0	0	0	0	0	0.027607242	0	0	0.032293375	0.008657267	0	0.02333316	0	0.08020843	0	0	0	0	0.086060539	0.011720371	0.010465704	0	0.024466112	0	0.011181366	0.157053491	0.057007038	0.141657451	0.171554983	0.092292348	0.057800371	0.011884458	0	0	0	0	0.00639671	0.012106796	0	0	0.081996685	0.081126449	0	0	0	0	0	0	0	0	0.027870631	0	0	0
ASV_55	0.003668378	0	0	0	0.002221112	0.001152306	0	0.005798004	0	0.009108654	0	0.020727342	0	0.00386001	0	0.080827169	0	0.000631552	0.007880902	0.005479667	0	0.003939761	0	0.00991661	0	0.108762825	0	0	0	0	0.014030543	0.442660971	0.009713453	0	0	0	0.000719748	0.000556174	0	0.003127688	0	0	0	0.048275864	0	0.005948459	0	0	0.000679853	0.000537743	0	0.003702847	0	0	0	0.0081616	0.009852216	0	0	0	0.000894494	0	0.001190087	0	0.011117067	0	0.000353345	0	0.006803452	0	0.074306282	0	0	0.005237887	0	0	0	0.006430351	0	0.005336468	0	0	0	0.004264534	0	0.001671891	0	0	0	0.025811655	0	0	0	0.000584949	0	0	0	0	0	0	0	0	0.003469963	0	0	0.008810925	0	0.000792707	0	0	0	0.025846536	0.000385324	0.087022737	0.001122786	0.007046285	0	0.02091954	0.212127304	0	0	0.035805106	0	0.003415401	0
ASV_6053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003906132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_41	0.028968424	0.0075166944	0	0.012305085	0.010433442	0	0	0	0	0	0.007296393	0.023287169	0.001147893	0.013010165	0.002708994	0.074298541	0	0.022057204	0.006088093	0	0.001505101	0	0	0	0.000511485	0.024731135	0	0.009329512	0	0.003060337	0	0	0.012982804	0.001380551	0	0.003108969	0	0	0	0.000381696	0	0	0.001244154	0.030993106	0.000309047	0.001542252	0	0	0.075993134	0	0	0.004160149	0	0.000211502	0	0	0.026145735	0.00708444	0.044022532	0.005082185	0	0	0.016757961	0.001419422	0.005352868	0	0.001406556	0	0	0	0.007826542	0	0.005258329	0.000980794	0.0006256111	0	0	0.093856487	0.039698772	0.000814062	0	0	0	0	0	0.01690533	0.007304946	0.028908977	0.019624088	0.002174955	0	0.00734846	0.002165879	0.007886286	0	0.002065514	0.005371422	0	0.005734154	0.003481383	0.000851459	0	0	0	0.011651544	0.017090677	0.004914035	0	0	0.002677275	0	0.006701212	0	0	0	0	0	0.010847586	0.013251709	0	0	0	0	0	0
